@relation dataset_preprocessed-weka.filters.unsupervised.attribute.NumericToNominal-R2_clustered

@attribute Instance_number numeric
@attribute CdS {CdS1,CdS2,CdS3}
@attribute Coorte {2010,2011,2012,2013,2014,2015,2016}
@attribute Genere {M,F}
@attribute Voto_test numeric
@attribute Crediti_convoto numeric
@attribute Crediti_totali numeric
@attribute Voto_medio numeric
@attribute Scuola_provenienza {LC,LS,TC,IT,Altro,IP}
@attribute Esame_Matematica {EsameMatematica,'Non superato'}
@attribute Voto_Matematica numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3}

@data
719,CdS1,2014,M,-1.163871,-0.685405,-0.66745,0.341705,LC,EsameMatematica,0.564228,cluster2
720,CdS1,2014,M,0.359347,0.443713,0.40272,0.695173,IT,EsameMatematica,0.93139,cluster0
721,CdS1,2014,F,-0.211859,-0.685405,0.40272,-0.365231,TC,EsameMatematica,-0.170095,cluster2
722,CdS1,2014,M,-0.973468,-1.65322,-1.431856,-2.603863,LS,'Non superato',-1.822323,cluster3
723,CdS1,2014,M,0.740152,-0.524102,-0.66745,-0.011763,LS,EsameMatematica,0.380647,cluster2
724,CdS1,2014,M,0.359347,-1.65322,-1.126094,-2.603863,LS,EsameMatematica,-1.822323,cluster3
725,CdS1,2014,M,0.549749,-1.169312,-1.278975,0.223882,LS,EsameMatematica,-0.170095,cluster2
726,CdS1,2014,F,0.930554,-0.201497,-0.208806,-0.011763,LC,EsameMatematica,0.288857,cluster0
727,CdS1,2014,M,-1.544675,-0.846707,-0.820331,-0.129586,LC,EsameMatematica,-0.078305,cluster2
728,CdS1,2014,M,0.168945,1.411528,1.320008,0.577351,LC,EsameMatematica,0.747809,cluster1
729,CdS1,2014,M,-0.592664,0.121108,0.096957,0.223882,IT,EsameMatematica,0.472438,cluster0
730,CdS1,2014,M,0.740152,-0.040195,0.861364,0.10606,LS,EsameMatematica,0.380647,cluster0
731,CdS1,2014,M,0.930554,1.088923,1.167127,0.341705,LS,EsameMatematica,0.656018,cluster1
732,CdS1,2014,M,-0.592664,-1.330615,-1.431856,-0.247409,LS,'Non superato',-1.822323,cluster3
733,CdS1,2014,M,-0.021457,-0.524102,-0.66745,-0.011763,LS,EsameMatematica,0.013485,cluster2
734,CdS1,2014,M,0.549749,0.443713,0.249839,0.341705,LS,EsameMatematica,0.656018,cluster0
735,CdS1,2014,M,0.168945,0.443713,0.40272,0.223882,IT,EsameMatematica,-0.170095,cluster0
736,CdS1,2014,M,1.120956,1.411528,1.320008,0.341705,LS,EsameMatematica,0.564228,cluster1
737,CdS1,2014,M,0.930554,1.411528,1.320008,0.577351,IT,EsameMatematica,0.747809,cluster1
738,CdS1,2014,M,-1.021069,-1.65322,-1.431856,-2.603863,LC,'Non superato',-1.822323,cluster3
739,CdS1,2014,M,1.120956,-1.330615,-1.431856,0.695173,IT,'Non superato',-1.822323,cluster3
740,CdS1,2014,M,-0.592664,-0.040195,-0.208806,-0.247409,LS,EsameMatematica,-0.078305,cluster2
741,CdS2,2014,M,-1.354273,-0.3628,-0.361687,0.459528,IP,'Non superato',-1.822323,cluster3
742,CdS2,2014,M,0.549749,0.766318,1.47289,0.223882,LS,EsameMatematica,0.288857,cluster0
743,CdS2,2014,M,-0.783066,-1.00801,-1.126094,0.459528,IT,'Non superato',-1.822323,cluster3
744,CdS2,2014,M,-2.115882,-1.65322,-1.584738,-2.603863,IT,'Non superato',-1.822323,cluster3
745,CdS2,2014,M,0.549749,1.411528,1.320008,0.577351,LS,EsameMatematica,1.02318,cluster1
746,CdS2,2014,M,-0.973468,-1.65322,-1.584738,-2.603863,IT,'Non superato',-1.822323,cluster3
747,CdS2,2014,M,0.549749,1.411528,1.320008,0.812996,LS,EsameMatematica,1.02318,cluster1
748,CdS2,2014,M,-1.354273,-1.65322,-1.584738,-2.603863,TC,'Non superato',-1.822323,cluster3
749,CdS2,2014,M,-0.021457,-0.3628,-0.514568,-0.129586,LS,EsameMatematica,-0.170095,cluster2
750,CdS2,2014,M,-1.163871,-1.00801,-1.126094,0.10606,IT,EsameMatematica,-0.170095,cluster2
751,CdS2,2014,F,-0.211859,0.28241,0.249839,0.577351,TC,EsameMatematica,0.656018,cluster0
752,CdS2,2014,M,-0.021457,0.92762,0.861364,0.577351,IT,EsameMatematica,0.013485,cluster0
753,CdS2,2014,M,-0.211859,-1.00801,-0.973212,0.459528,LS,'Non superato',-1.822323,cluster3
754,CdS2,2014,M,-1.163871,0.28241,0.249839,0.577351,TC,EsameMatematica,0.380647,cluster0
755,CdS2,2014,M,-0.973468,-0.3628,-0.514568,0.223882,TC,EsameMatematica,0.656018,cluster2
756,CdS2,2014,M,-1.544675,-1.65322,-1.584738,-2.603863,IT,'Non superato',-1.822323,cluster3
757,CdS2,2014,M,-0.592664,-0.3628,-0.361687,0.459528,LS,EsameMatematica,-0.170095,cluster2
758,CdS2,2014,F,-0.592664,0.28241,0.096957,-0.011763,TC,EsameMatematica,0.105276,cluster0
759,CdS2,2014,F,-0.211859,0.28241,0.096957,0.341705,LS,EsameMatematica,0.747809,cluster0
760,CdS2,2014,M,-0.402262,0.92762,0.708483,0.223882,TC,EsameMatematica,0.380647,cluster0
761,CdS2,2014,M,-0.021457,0.28241,0.249839,0.223882,IT,EsameMatematica,0.288857,cluster0
762,CdS2,2014,M,0.359347,0.28241,0.249839,0.930819,IT,EsameMatematica,1.02318,cluster0
763,CdS2,2014,M,-0.783066,1.411528,1.320008,0.577351,IT,EsameMatematica,0.93139,cluster1
764,CdS2,2014,M,-1.354273,-1.00801,-1.126094,0.341705,IT,'Non superato',-1.822323,cluster3
765,CdS2,2014,M,-1.163871,-0.3628,-0.361687,0.223882,Altro,'Non superato',-1.822323,cluster3
766,CdS2,2014,M,-0.973468,-1.65322,-1.584738,-2.603863,LS,'Non superato',-1.822323,cluster3
767,CdS2,2014,M,0.168945,1.411528,1.320008,0.930819,LS,EsameMatematica,1.02318,cluster1
768,CdS2,2014,M,-0.402262,0.28241,0.096957,0.695173,IT,EsameMatematica,1.02318,cluster0
769,CdS2,2014,M,0.549749,0.766318,0.555601,0.695173,TC,EsameMatematica,0.93139,cluster1
770,CdS2,2014,M,-0.973468,-1.65322,-1.584738,-2.603863,IT,'Non superato',-1.822323,cluster3
771,CdS2,2014,M,-0.973468,-1.00801,-1.126094,0.223882,IT,'Non superato',-1.822323,cluster3
772,CdS2,2014,M,-0.592664,-0.3628,-0.514568,0.341705,LS,EsameMatematica,0.747809,cluster0
773,CdS2,2014,M,-0.973468,0.28241,0.249839,0.10606,IT,EsameMatematica,0.105276,cluster0
774,CdS2,2014,M,-1.735077,0.92762,0.708483,0.341705,TC,EsameMatematica,0.380647,cluster0
775,CdS2,2014,M,-0.973468,0.121108,0.096957,0.223882,IT,EsameMatematica,-0.078305,cluster0
776,CdS2,2014,M,-0.402262,1.411528,1.320008,0.223882,TC,EsameMatematica,0.380647,cluster1
777,CdS2,2014,M,0.930554,0.766318,0.555601,0.812996,LS,EsameMatematica,0.747809,cluster1
778,CdS2,2014,M,1.311358,1.411528,1.320008,0.930819,LS,EsameMatematica,1.02318,cluster1
779,CdS2,2014,M,-0.592664,-0.3628,-0.361687,0.10606,LS,EsameMatematica,0.380647,cluster2
780,CdS2,2014,M,-0.783066,0.92762,0.861364,0.341705,TC,EsameMatematica,0.472438,cluster0
781,CdS2,2014,M,-0.973468,-0.3628,-0.514568,-0.247409,LS,EsameMatematica,-0.078305,cluster2
782,CdS2,2014,M,0.930554,0.92762,0.861364,0.577351,LS,EsameMatematica,0.839599,cluster1
783,CdS2,2014,F,-0.211859,1.411528,1.320008,0.577351,IT,EsameMatematica,0.93139,cluster1
784,CdS2,2014,M,0.168945,1.411528,1.320008,0.930819,LS,EsameMatematica,0.839599,cluster1
785,CdS2,2014,M,-0.402262,-1.00801,-1.126094,0.695173,IT,EsameMatematica,0.380647,cluster2
786,CdS2,2014,M,-2.115882,-1.00801,-1.126094,0.10606,Altro,'Non superato',-1.822323,cluster3
787,CdS2,2014,M,-1.92548,0.28241,0.249839,0.812996,IT,EsameMatematica,0.747809,cluster0
788,CdS2,2014,M,-0.021457,0.28241,0.249839,0.695173,IT,EsameMatematica,0.93139,cluster0
789,CdS2,2014,M,0.359347,0.92762,0.861364,0.930819,IT,EsameMatematica,1.02318,cluster1
790,CdS2,2014,M,-1.544675,-1.00801,-1.126094,-0.483054,IP,EsameMatematica,-0.170095,cluster2
791,CdS2,2014,F,-2.687089,-1.00801,-1.126094,0.341705,Altro,'Non superato',-1.822323,cluster3
792,CdS2,2014,M,0.549749,1.411528,1.320008,0.695173,IT,EsameMatematica,1.02318,cluster1
793,CdS2,2014,M,-0.973468,0.92762,0.708483,0.10606,IP,EsameMatematica,0.380647,cluster0
794,CdS2,2014,F,-0.783066,-0.524102,-0.361687,0.459528,LS,EsameMatematica,1.02318,cluster0
795,CdS2,2014,F,0.740152,0.766318,0.555601,0.577351,LC,EsameMatematica,1.02318,cluster1
796,CdS2,2014,F,0.359347,0.92762,0.861364,0.930819,LS,EsameMatematica,1.02318,cluster1
797,CdS2,2014,M,-1.163871,-0.3628,-0.361687,0.223882,TC,EsameMatematica,0.747809,cluster2
798,CdS2,2014,M,-1.735077,-0.3628,-0.361687,0.10606,TC,EsameMatematica,0.105276,cluster2
799,CdS2,2014,F,-0.402262,0.28241,0.249839,0.341705,Altro,EsameMatematica,0.93139,cluster0
800,CdS2,2014,M,-0.592664,-1.00801,-1.126094,0.10606,IT,'Non superato',-1.822323,cluster3
801,CdS2,2014,M,1.311358,0.766318,0.555601,1.048642,LS,EsameMatematica,1.02318,cluster1
802,CdS2,2014,M,-1.163871,-1.00801,-1.126094,-0.365231,IT,EsameMatematica,-0.078305,cluster2
803,CdS2,2014,M,-1.735077,-1.330615,-1.278975,-0.129586,LS,'Non superato',-1.822323,cluster3
804,CdS2,2014,M,-0.592664,-0.3628,-0.361687,-0.011763,IT,EsameMatematica,0.472438,cluster2
805,CdS2,2014,M,-0.973468,-1.65322,-1.584738,-2.603863,TC,'Non superato',-1.822323,cluster3
806,CdS2,2014,F,-1.354273,-1.00801,-1.126094,0.930819,LC,'Non superato',-1.822323,cluster3
807,CdS2,2014,M,1.120956,1.411528,1.167127,0.930819,LS,EsameMatematica,1.02318,cluster1
808,CdS2,2014,M,-1.354273,-1.00801,-1.126094,0.930819,Altro,EsameMatematica,0.380647,cluster2
809,CdS2,2014,M,-0.402262,-0.3628,-0.514568,0.223882,IT,'Non superato',-1.822323,cluster3
810,CdS2,2014,M,-1.735077,-1.00801,-0.973212,-0.365231,LS,'Non superato',-1.822323,cluster3
811,CdS2,2014,F,-0.783066,-1.00801,-0.361687,-0.483054,Altro,EsameMatematica,-0.170095,cluster2
812,CdS2,2014,M,-1.354273,-1.65322,-1.584738,-2.603863,Altro,'Non superato',-1.822323,cluster3
813,CdS2,2014,M,-0.211859,-0.3628,-0.514568,-0.247409,IT,EsameMatematica,0.013485,cluster2
814,CdS2,2014,M,1.120956,-0.3628,-0.361687,0.10606,LS,EsameMatematica,0.288857,cluster2
815,CdS2,2014,M,0.359347,-0.3628,-0.514568,0.341705,Altro,'Non superato',-1.822323,cluster3
816,CdS2,2014,F,-2.306284,-0.3628,-0.514568,-0.483054,TC,EsameMatematica,-0.170095,cluster2
817,CdS2,2014,M,-0.021457,-1.65322,-1.584738,-2.603863,Altro,'Non superato',-1.822323,cluster3
818,CdS2,2014,M,-3.258295,-1.169312,3.76611,0.341705,LS,EsameMatematica,0.472438,cluster2
819,CdS2,2014,M,0.740152,0.28241,0.096957,0.695173,IT,EsameMatematica,0.747809,cluster0
820,CdS3,2014,F,0.359347,-0.040195,-0.055924,-0.011763,LS,EsameMatematica,-0.078305,cluster2
821,CdS3,2014,M,-0.211859,-0.846707,-0.208806,0.10606,LC,EsameMatematica,0.288857,cluster2
822,CdS3,2014,F,1.120956,0.92762,0.861364,0.930819,LS,EsameMatematica,1.02318,cluster1
823,CdS3,2014,M,-0.021457,-0.3628,-0.361687,0.341705,LS,EsameMatematica,0.564228,cluster0
824,CdS3,2014,M,1.311358,1.411528,1.320008,0.577351,LS,EsameMatematica,0.747809,cluster1
825,CdS3,2014,F,1.501761,1.411528,1.320008,0.695173,LS,EsameMatematica,1.02318,cluster1
826,CdS3,2014,M,-0.783066,-1.65322,-1.584738,-2.603863,IT,'Non superato',-1.822323,cluster3
827,CdS3,2014,F,-0.592664,-1.65322,-1.584738,-2.603863,IT,'Non superato',-1.822323,cluster3
828,CdS3,2014,F,0.549749,0.92762,0.708483,0.223882,LS,EsameMatematica,0.472438,cluster1
829,CdS3,2014,F,1.120956,-1.65322,-1.584738,-2.603863,LS,EsameMatematica,0.656018,cluster2
830,CdS3,2014,F,-0.783066,-1.65322,-1.584738,-2.603863,Altro,'Non superato',-1.822323,cluster3
831,CdS3,2014,M,-0.211859,0.92762,0.861364,-0.011763,LS,EsameMatematica,0.288857,cluster0
832,CdS3,2014,M,1.501761,1.411528,1.320008,0.812996,LS,EsameMatematica,1.02318,cluster1
833,CdS3,2014,M,0.930554,-1.65322,-1.584738,-2.603863,LS,'Non superato',-1.822323,cluster3
834,CdS3,2014,M,0.930554,-1.169312,-1.278975,0.695173,LS,EsameMatematica,0.93139,cluster2
835,CdS3,2014,M,1.311358,0.92762,0.861364,0.459528,LS,EsameMatematica,0.656018,cluster1
836,CdS3,2014,M,-1.163871,-1.65322,-1.584738,-2.603863,Altro,'Non superato',-1.822323,cluster3
837,CdS3,2014,F,-0.021457,-0.040195,-0.055924,-0.365231,LS,EsameMatematica,-0.078305,cluster2
838,CdS3,2014,M,1.120956,-0.3628,-0.361687,0.695173,LS,EsameMatematica,0.93139,cluster0
839,CdS3,2014,M,0.168945,-1.65322,-1.584738,-2.603863,LS,'Non superato',-1.822323,cluster3
840,CdS3,2014,F,-0.592664,-1.65322,-1.584738,-2.603863,TC,'Non superato',-1.822323,cluster3
841,CdS3,2014,F,-0.021457,-1.65322,-1.584738,-2.603863,LS,'Non superato',-1.822323,cluster3
842,CdS3,2014,M,0.359347,0.443713,0.40272,0.223882,LS,EsameMatematica,0.380647,cluster0
843,CdS3,2014,F,0.359347,0.443713,0.249839,0.341705,LS,EsameMatematica,0.288857,cluster0
844,CdS3,2014,M,-0.592664,-0.846707,-0.973212,-0.247409,IT,EsameMatematica,0.105276,cluster2
845,CdS3,2014,M,1.501761,0.92762,0.861364,0.695173,LS,EsameMatematica,0.564228,cluster1
846,CdS3,2014,F,-0.211859,-0.040195,-0.208806,0.341705,LS,EsameMatematica,0.472438,cluster0
847,CdS3,2014,F,0.168945,0.443713,0.40272,-0.011763,LS,EsameMatematica,0.380647,cluster0
848,CdS3,2014,F,0.740152,-0.846707,-0.820331,0.459528,LS,EsameMatematica,0.564228,cluster2
849,CdS3,2014,F,-0.592664,-0.3628,-0.514568,-0.011763,LC,'Non superato',-1.822323,cluster3
850,CdS3,2014,M,1.501761,1.411528,1.320008,0.812996,LS,EsameMatematica,1.02318,cluster1
851,CdS3,2014,F,-0.211859,-0.846707,-0.820331,-0.011763,LC,EsameMatematica,0.105276,cluster2
852,CdS3,2014,M,0.740152,0.121108,0.096957,0.812996,LS,EsameMatematica,0.93139,cluster0
853,CdS3,2014,M,0.359347,-0.846707,-0.820331,-0.129586,LS,EsameMatematica,-0.078305,cluster2
854,CdS3,2014,M,0.549749,-0.040195,-0.055924,-0.129586,IT,EsameMatematica,0.288857,cluster0
855,CdS3,2014,F,0.359347,0.443713,0.249839,0.223882,LS,EsameMatematica,0.564228,cluster0
856,CdS3,2014,F,0.740152,0.92762,0.861364,0.459528,LS,EsameMatematica,0.747809,cluster1
857,CdS3,2014,F,-0.021457,0.121108,0.096957,0.10606,LC,EsameMatematica,0.564228,cluster0
858,CdS3,2014,F,0.930554,0.92762,0.861364,0.459528,LS,EsameMatematica,0.747809,cluster1
859,CdS3,2014,F,-3.258295,-0.685405,-0.66745,0.812996,LS,'Non superato',-1.822323,cluster3
860,CdS3,2014,F,1.120956,0.443713,0.249839,0.812996,LS,EsameMatematica,0.93139,cluster1
861,CdS3,2014,M,0.930554,-0.3628,-0.514568,-0.011763,LS,EsameMatematica,0.288857,cluster2
862,CdS3,2014,M,0.740152,0.443713,0.40272,0.341705,LS,EsameMatematica,0.656018,cluster0
863,CdS3,2014,M,-0.021457,-1.65322,-1.584738,-2.603863,LS,'Non superato',-1.822323,cluster3
864,CdS3,2014,F,-0.211859,0.92762,0.861364,0.223882,LS,EsameMatematica,0.013485,cluster0
865,CdS3,2014,F,0.549749,-0.846707,-0.820331,-0.011763,LS,EsameMatematica,0.197066,cluster2
866,CdS3,2014,F,1.501761,0.92762,0.861364,0.695173,TC,EsameMatematica,0.747809,cluster1
867,CdS3,2014,F,0.930554,1.411528,1.320008,0.695173,LS,EsameMatematica,0.747809,cluster1
868,CdS3,2014,F,0.549749,-0.040195,-0.055924,0.10606,LS,EsameMatematica,0.288857,cluster0
869,CdS3,2014,F,1.311358,-0.3628,-0.361687,-0.247409,LS,EsameMatematica,0.380647,cluster2
870,CdS3,2014,F,0.359347,-1.65322,-1.584738,-2.603863,LS,'Non superato',-1.822323,cluster3
871,CdS3,2014,M,0.549749,0.92762,0.861364,0.341705,LS,EsameMatematica,0.472438,cluster1
872,CdS3,2014,F,0.740152,0.92762,0.708483,0.812996,LS,EsameMatematica,0.93139,cluster1
873,CdS3,2014,F,-0.021457,-1.65322,-1.584738,-2.603863,Altro,'Non superato',-1.822323,cluster3
874,CdS3,2014,F,0.549749,0.92762,0.861364,0.223882,LS,EsameMatematica,0.380647,cluster1
875,CdS1,2015,M,0.191407,-1.330615,-1.431856,-0.129586,LS,'Non superato',-1.822323,cluster3
876,CdS1,2015,F,-0.20489,-1.169312,-1.126094,-0.011763,Altro,EsameMatematica,0.288857,cluster2
877,CdS1,2015,M,-0.006742,0.121108,0.096957,-0.011763,LS,EsameMatematica,0.656018,cluster0
878,CdS1,2015,M,-0.403038,-0.524102,-0.514568,-0.247409,LS,EsameMatematica,0.197066,cluster2
879,CdS1,2015,F,-0.20489,-1.65322,-1.584738,-2.603863,LC,'Non superato',-1.822323,cluster3
880,CdS1,2015,M,-0.403038,-0.685405,-0.66745,-0.129586,LS,EsameMatematica,-0.078305,cluster2
881,CdS1,2015,F,-0.20489,-1.65322,-1.584738,-2.603863,Altro,'Non superato',-1.822323,cluster3
882,CdS1,2015,F,-2.978966,-1.65322,-1.584738,-2.603863,Altro,'Non superato',-1.822323,cluster3
883,CdS1,2015,F,0.587703,-1.00801,-0.973212,-0.247409,LS,EsameMatematica,0.013485,cluster2
884,CdS1,2015,M,0.191407,-0.685405,-0.820331,-0.129586,LS,EsameMatematica,0.013485,cluster2
885,CdS1,2015,M,-0.20489,0.121108,-0.055924,0.223882,IT,EsameMatematica,0.013485,cluster0
886,CdS1,2015,M,1.182148,0.766318,0.708483,0.459528,LS,EsameMatematica,0.564228,cluster1
887,CdS1,2015,F,0.587703,0.766318,0.708483,0.341705,LS,EsameMatematica,0.288857,cluster0
888,CdS1,2015,F,0.389555,-0.524102,-0.514568,0.10606,LS,EsameMatematica,-0.170095,cluster2
889,CdS1,2015,M,0.984,1.411528,1.320008,0.695173,LS,EsameMatematica,0.747809,cluster1
890,CdS1,2015,M,0.587703,0.121108,0.096957,0.10606,LS,EsameMatematica,0.288857,cluster0
891,CdS1,2015,M,-1.988224,-1.65322,-1.584738,-2.603863,LS,'Non superato',-1.822323,cluster3
892,CdS1,2015,F,-0.403038,-0.846707,-0.820331,-0.011763,LC,EsameMatematica,-0.078305,cluster2
893,CdS1,2015,F,0.389555,-0.201497,-0.208806,0.10606,LS,EsameMatematica,0.380647,cluster0
894,CdS1,2015,M,-0.20489,-0.201497,-0.208806,0.10606,LS,EsameMatematica,0.288857,cluster2
895,CdS1,2015,M,0.984,0.766318,0.708483,0.223882,LS,EsameMatematica,0.564228,cluster1
896,CdS1,2015,F,-0.997483,-1.65322,-1.584738,-2.603863,Altro,EsameMatematica,-0.078305,cluster3
897,CdS1,2015,F,-0.601186,0.121108,0.096957,0.10606,LS,EsameMatematica,0.105276,cluster0
898,CdS1,2015,F,0.785851,-0.040195,-0.055924,-0.011763,LS,EsameMatematica,0.105276,cluster0
899,CdS1,2015,M,1.380296,1.411528,1.320008,0.930819,LS,EsameMatematica,1.02318,cluster1
900,CdS1,2015,M,1.182148,0.766318,0.555601,0.695173,LS,EsameMatematica,0.93139,cluster1
901,CdS1,2015,F,-0.20489,-0.524102,-0.514568,-0.129586,Altro,EsameMatematica,-0.078305,cluster2
902,CdS1,2015,M,-0.006742,0.121108,0.096957,0.10606,LS,EsameMatematica,0.472438,cluster0
903,CdS1,2015,M,-0.601186,-1.00801,-1.126094,-0.011763,LS,'Non superato',-1.822323,cluster3
904,CdS1,2015,M,0.389555,-1.00801,-0.361687,-0.483054,LS,EsameMatematica,-0.170095,cluster2
905,CdS1,2015,F,0.389555,0.121108,0.096957,0.223882,LC,EsameMatematica,0.472438,cluster0
906,CdS1,2015,M,-0.006742,0.121108,0.096957,-0.011763,LS,EsameMatematica,0.105276,cluster0
907,CdS1,2015,M,1.182148,0.766318,0.708483,-0.011763,LS,EsameMatematica,0.197066,cluster0
908,CdS1,2015,M,1.182148,0.443713,0.40272,0.459528,Altro,EsameMatematica,0.472438,cluster0
909,CdS1,2015,M,-0.997483,-1.65322,-1.584738,-2.603863,IT,'Non superato',-1.822323,cluster3
910,CdS1,2015,M,1.380296,0.766318,0.708483,0.223882,LS,EsameMatematica,0.380647,cluster1
911,CdS1,2015,F,1.380296,1.411528,1.320008,0.577351,Altro,EsameMatematica,0.747809,cluster1
912,CdS1,2015,F,-1.591928,-1.65322,-1.584738,-2.603863,LC,'Non superato',-1.822323,cluster3
913,CdS1,2015,F,0.785851,0.443713,0.40272,0.223882,LS,EsameMatematica,-0.078305,cluster0
914,CdS1,2015,M,0.984,0.121108,0.096957,-0.011763,LS,EsameMatematica,0.013485,cluster0
915,CdS1,2015,M,0.785851,0.121108,0.096957,-0.011763,LS,EsameMatematica,0.105276,cluster0
916,CdS1,2015,M,-0.799335,-1.330615,-1.278975,0.223882,LS,'Non superato',-1.822323,cluster3
917,CdS1,2015,M,1.182148,1.411528,1.320008,0.341705,LS,EsameMatematica,0.197066,cluster1
918,CdS1,2015,F,0.984,-1.65322,-1.278975,-2.603863,LS,'Non superato',-1.822323,cluster3
919,CdS1,2015,M,0.984,1.411528,1.320008,0.812996,LS,EsameMatematica,1.02318,cluster1
920,CdS1,2015,F,0.389555,-1.169312,-1.126094,0.341705,LS,'Non superato',-1.822323,cluster3
921,CdS1,2015,F,-2.186373,-1.169312,-1.126094,0.341705,LS,'Non superato',-1.822323,cluster3
922,CdS1,2015,F,0.984,-1.330615,-1.278975,0.10606,LS,EsameMatematica,0.656018,cluster2
923,CdS1,2015,M,0.984,0.766318,0.708483,0.341705,LS,EsameMatematica,0.564228,cluster1
924,CdS1,2015,M,0.785851,-0.201497,-0.208806,-0.011763,LS,EsameMatematica,-0.078305,cluster2
925,CdS1,2015,M,0.389555,-1.65322,-1.584738,-2.603863,Altro,'Non superato',-1.822323,cluster3
926,CdS1,2015,M,1.182148,0.443713,0.249839,-0.247409,LS,EsameMatematica,0.013485,cluster0
927,CdS1,2015,F,-0.403038,-0.846707,-0.973212,0.341705,LS,'Non superato',-1.822323,cluster3
928,CdS1,2015,F,-1.988224,-1.65322,-1.584738,-2.603863,Altro,'Non superato',-1.822323,cluster3
929,CdS1,2015,F,-1.790076,-1.65322,-1.431856,-2.603863,LC,'Non superato',-1.822323,cluster3
930,CdS1,2015,M,-0.601186,-0.201497,-0.361687,-0.365231,Altro,EsameMatematica,-0.170095,cluster2
931,CdS1,2015,M,1.182148,-1.169312,-1.278975,0.695173,LS,EsameMatematica,0.747809,cluster2
932,CdS1,2015,M,-0.799335,-1.00801,-0.973212,-0.129586,LS,EsameMatematica,-0.170095,cluster2
933,CdS1,2015,M,0.389555,1.411528,1.320008,0.341705,LS,EsameMatematica,0.197066,cluster1
934,CdS1,2015,F,0.587703,-1.65322,-1.584738,-2.603863,Altro,'Non superato',-1.822323,cluster3
935,CdS1,2015,M,0.587703,0.443713,0.249839,0.223882,LS,EsameMatematica,0.105276,cluster0
936,CdS1,2015,F,0.587703,-0.524102,-0.514568,0.10606,LS,EsameMatematica,0.105276,cluster2
937,CdS1,2015,F,0.389555,-0.201497,-0.208806,-0.129586,LS,EsameMatematica,0.013485,cluster2
938,CdS1,2015,F,-0.997483,-1.65322,-1.584738,-2.603863,LC,'Non superato',-1.822323,cluster3
939,CdS1,2015,M,0.984,1.411528,1.167127,0.695173,Altro,EsameMatematica,1.02318,cluster1
940,CdS1,2015,F,-0.997483,-1.169312,-1.126094,0.341705,LC,'Non superato',-1.822323,cluster3
941,CdS1,2015,M,-0.006742,-0.524102,-0.66745,-0.129586,IT,EsameMatematica,0.013485,cluster2
942,CdS1,2015,M,1.182148,1.411528,1.167127,0.695173,LS,EsameMatematica,1.02318,cluster1
943,CdS1,2015,F,-0.997483,-1.65322,-1.278975,-2.603863,Altro,'Non superato',-1.822323,cluster3
944,CdS2,2015,M,1.380296,-1.330615,-1.278975,0.10606,LS,'Non superato',-1.822323,cluster3
945,CdS2,2015,M,-0.403038,-1.65322,-0.973212,-2.603863,LC,EsameMatematica,-1.822323,cluster3
946,CdS2,2015,M,-0.006742,0.605015,0.555601,0.10606,TC,'Non superato',-1.822323,cluster3
947,CdS2,2015,M,-0.20489,-1.65322,-1.584738,-2.603863,Altro,'Non superato',-1.822323,cluster3
948,CdS2,2015,M,0.191407,-1.65322,-1.584738,-2.603863,LS,EsameMatematica,0.105276,cluster2
949,CdS2,2015,M,-0.799335,-0.524102,-0.361687,0.10606,LC,'Non superato',-1.822323,cluster3
950,CdS2,2015,M,-0.601186,-0.3628,-0.361687,0.812996,Altro,EsameMatematica,0.656018,cluster0
951,CdS2,2015,M,-1.591928,-1.65322,-1.584738,-2.603863,TC,'Non superato',-1.822323,cluster3
952,CdS2,2015,M,0.785851,-0.3628,-0.361687,-0.011763,LS,EsameMatematica,0.656018,cluster0
953,CdS2,2015,M,0.785851,0.28241,0.249839,0.459528,Altro,EsameMatematica,0.93139,cluster0
954,CdS2,2015,M,-1.988224,-0.3628,-0.514568,0.459528,IT,EsameMatematica,0.656018,cluster2
955,CdS2,2015,M,-0.403038,-1.00801,-1.126094,0.341705,LS,'Non superato',-1.822323,cluster3
956,CdS2,2015,F,0.587703,-0.3628,-0.514568,0.459528,LS,EsameMatematica,0.380647,cluster0
957,CdS2,2015,M,0.191407,1.411528,1.320008,0.577351,TC,EsameMatematica,0.93139,cluster1
958,CdS2,2015,M,-2.186373,0.28241,0.249839,0.10606,Altro,EsameMatematica,0.197066,cluster0
959,CdS2,2015,M,-0.799335,-0.3628,-0.361687,0.223882,Altro,EsameMatematica,0.472438,cluster2
960,CdS2,2015,M,-0.20489,0.121108,-0.055924,0.341705,LS,EsameMatematica,0.93139,cluster0
961,CdS2,2015,M,0.389555,0.28241,0.249839,0.459528,LS,EsameMatematica,0.656018,cluster0
962,CdS2,2015,M,0.389555,-0.3628,-0.361687,0.459528,IT,'Non superato',-1.822323,cluster3
963,CdS2,2015,F,-0.601186,-1.00801,-0.973212,0.577351,LS,EsameMatematica,0.656018,cluster2
964,CdS2,2015,M,-1.39378,-0.3628,-0.514568,0.577351,LS,EsameMatematica,0.747809,cluster0
965,CdS2,2015,M,0.389555,-0.3628,-0.514568,0.577351,LS,EsameMatematica,0.839599,cluster0
966,CdS2,2015,M,-1.39378,-1.00801,-1.126094,0.695173,IT,EsameMatematica,0.380647,cluster2
967,CdS2,2015,M,0.191407,-0.3628,-0.361687,0.695173,IT,'Non superato',-1.822323,cluster3
