@relation dataset_preprocessed-weka.filters.unsupervised.attribute.NumericToNominal-R2_clustered

@attribute Instance_number numeric
@attribute CdS {CdS1,CdS2,CdS3}
@attribute Coorte {2010,2011,2012,2013,2014,2015,2016}
@attribute Genere {M,F}
@attribute Voto_test numeric
@attribute Crediti_convoto numeric
@attribute Crediti_totali numeric
@attribute Voto_medio numeric
@attribute Scuola_provenienza {LC,LS,TC,IT,Altro,IP}
@attribute Esame_Matematica {EsameMatematica,'Non superato'}
@attribute Voto_Matematica numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3}

@data
218,CdS1,2011,M,0.114358,1.411528,1.320008,0.577351,LC,EsameMatematica,0.93139,cluster1
219,CdS1,2011,M,-0.318858,0.28241,0.096957,0.223882,IT,EsameMatematica,0.197066,cluster0
220,CdS1,2011,M,0.114358,0.766318,0.708483,0.223882,LS,EsameMatematica,0.380647,cluster0
221,CdS1,2011,M,-1.401899,-1.65322,-1.584738,-2.603863,IT,'Non superato',-1.822323,cluster3
222,CdS1,2011,M,-0.752074,1.411528,1.320008,0.223882,IT,EsameMatematica,0.93139,cluster1
223,CdS1,2011,F,-1.185291,-0.685405,-0.66745,0.10606,LC,EsameMatematica,0.105276,cluster2
224,CdS1,2011,M,0.114358,0.766318,0.708483,0.577351,LC,EsameMatematica,0.747809,cluster1
225,CdS1,2011,M,-3.784589,-0.3628,-0.361687,0.577351,LS,EsameMatematica,0.380647,cluster2
226,CdS1,2011,M,-0.968683,-1.00801,-0.820331,-0.483054,IP,'Non superato',-1.822323,cluster3
227,CdS1,2011,M,-0.535466,-1.00801,-0.820331,-0.483054,Altro,'Non superato',-1.822323,cluster3
228,CdS2,2011,M,-2.48494,-1.65322,-1.533777,-2.603863,Altro,'Non superato',-1.822323,cluster3
229,CdS2,2011,F,-0.752074,-1.00801,-0.973212,0.341705,LS,EsameMatematica,0.564228,cluster2
230,CdS2,2011,M,-0.10225,-0.3628,-0.514568,0.223882,IT,EsameMatematica,0.656018,cluster0
231,CdS2,2011,M,-0.752074,-0.3628,-0.514568,0.341705,LS,EsameMatematica,0.472438,cluster2
232,CdS2,2011,M,-1.185291,-1.65322,-1.431856,-2.603863,LS,'Non superato',-1.822323,cluster3
233,CdS2,2011,M,-0.968683,-1.65322,-1.431856,-2.603863,LS,'Non superato',-1.822323,cluster3
234,CdS2,2011,M,-0.752074,-0.3628,-0.514568,0.341705,IT,'Non superato',-1.822323,cluster3
235,CdS2,2011,M,-0.968683,0.28241,0.096957,0.695173,TC,EsameMatematica,0.105276,cluster0
236,CdS2,2011,M,-0.10225,-0.3628,-0.361687,0.577351,LS,EsameMatematica,0.564228,cluster0
237,CdS2,2011,F,0.330967,-0.3628,-0.514568,0.695173,Altro,EsameMatematica,1.02318,cluster0
238,CdS2,2011,M,-1.185291,1.411528,1.167127,0.577351,IP,EsameMatematica,0.93139,cluster1
239,CdS2,2011,M,-1.185291,-0.3628,-0.514568,-0.011763,Altro,'Non superato',-1.822323,cluster3
240,CdS2,2011,M,-0.318858,0.121108,-0.055924,0.10606,LS,EsameMatematica,-0.170095,cluster0
241,CdS2,2011,M,-1.401899,0.28241,0.249839,0.577351,LS,EsameMatematica,0.564228,cluster0
242,CdS2,2011,F,0.547575,-1.65322,-1.584738,-2.603863,LS,'Non superato',-1.822323,cluster3
243,CdS2,2011,M,-0.968683,0.28241,0.249839,0.223882,LS,EsameMatematica,0.380647,cluster0
244,CdS2,2011,M,0.114358,-1.00801,-1.126094,0.10606,LS,EsameMatematica,0.105276,cluster2
245,CdS2,2011,M,-0.968683,-1.65322,-1.584738,-2.603863,LS,EsameMatematica,0.013485,cluster3
246,CdS2,2011,M,-0.10225,1.411528,1.320008,0.10606,IT,EsameMatematica,0.564228,cluster1
247,CdS2,2011,M,-0.318858,-0.3628,-0.361687,0.10606,IT,EsameMatematica,0.013485,cluster2
248,CdS2,2011,M,-1.185291,-0.3628,-0.361687,0.223882,LC,EsameMatematica,0.656018,cluster2
249,CdS2,2011,M,-0.318858,0.92762,0.861364,0.577351,LS,EsameMatematica,0.564228,cluster0
250,CdS2,2011,M,0.330967,-0.3628,-0.514568,0.223882,LS,EsameMatematica,0.288857,cluster2
251,CdS2,2011,M,-0.318858,-1.00801,-0.973212,-0.247409,IT,'Non superato',-1.822323,cluster3
252,CdS2,2011,M,-0.10225,0.28241,0.096957,0.812996,IT,EsameMatematica,0.93139,cluster0
253,CdS2,2011,M,-0.968683,-0.3628,-0.514568,0.10606,TC,EsameMatematica,0.013485,cluster2
254,CdS2,2011,M,-0.10225,-0.3628,-0.361687,0.10606,Altro,EsameMatematica,0.380647,cluster2
255,CdS2,2011,M,0.547575,0.28241,0.096957,0.459528,IT,EsameMatematica,0.380647,cluster0
256,CdS2,2011,M,-0.752074,-1.00801,-1.126094,0.577351,IT,EsameMatematica,0.656018,cluster2
257,CdS2,2011,M,-3.784589,-0.3628,-0.514568,0.223882,LS,EsameMatematica,0.380647,cluster2
258,CdS2,2011,M,0.330967,1.411528,1.320008,0.341705,LS,EsameMatematica,0.747809,cluster1
259,CdS2,2011,M,-0.10225,-1.00801,-0.973212,0.341705,LS,EsameMatematica,0.564228,cluster2
260,CdS2,2011,M,-0.752074,-1.00801,-1.126094,0.223882,LS,EsameMatematica,0.288857,cluster2
261,CdS2,2011,M,-1.185291,0.92762,0.708483,0.577351,IT,EsameMatematica,0.472438,cluster0
262,CdS2,2011,M,0.330967,0.121108,0.096957,0.459528,LS,EsameMatematica,0.747809,cluster0
263,CdS2,2011,M,-0.752074,-0.3628,-0.514568,0.341705,LS,'Non superato',-1.822323,cluster3
264,CdS2,2011,M,-2.268332,-1.65322,-1.584738,-2.603863,Altro,'Non superato',-1.822323,cluster3
265,CdS2,2011,F,-1.185291,-1.00801,-1.126094,0.577351,TC,'Non superato',-1.822323,cluster3
266,CdS2,2011,M,0.114358,-1.00801,-1.126094,0.459528,IT,EsameMatematica,0.564228,cluster2
267,CdS2,2011,M,-0.10225,-0.3628,-0.514568,0.341705,IT,EsameMatematica,0.656018,cluster0
268,CdS3,2011,M,-0.752074,-0.846707,-0.361687,0.10606,LS,'Non superato',-1.822323,cluster3
269,CdS3,2011,F,0.980791,0.92762,0.861364,0.577351,LS,EsameMatematica,0.656018,cluster1
270,CdS3,2011,F,0.330967,-0.846707,-0.973212,-0.483054,Altro,EsameMatematica,0.013485,cluster2
271,CdS3,2011,M,1.414008,0.92762,0.861364,0.459528,LC,EsameMatematica,0.472438,cluster1
272,CdS3,2011,M,-1.185291,-0.846707,-0.820331,-0.247409,IT,EsameMatematica,-0.078305,cluster2
273,CdS3,2011,F,-0.968683,0.92762,0.861364,0.577351,LS,EsameMatematica,0.839599,cluster0
274,CdS3,2011,M,1.197399,0.92762,0.861364,0.930819,LS,EsameMatematica,1.02318,cluster1
275,CdS3,2011,F,0.764183,0.92762,0.861364,0.930819,LS,EsameMatematica,1.02318,cluster1
276,CdS3,2011,M,1.197399,0.443713,0.40272,0.930819,LS,EsameMatematica,0.93139,cluster1
277,CdS3,2011,F,-0.318858,-1.65322,-1.584738,-2.603863,TC,'Non superato',-1.822323,cluster3
278,CdS3,2011,M,1.630616,1.411528,1.320008,0.812996,LS,EsameMatematica,1.02318,cluster1
279,CdS3,2011,M,1.197399,0.92762,0.861364,0.812996,LS,EsameMatematica,0.839599,cluster1
280,CdS3,2011,M,0.980791,0.443713,0.249839,0.577351,LS,EsameMatematica,0.472438,cluster0
281,CdS3,2011,M,0.980791,0.443713,0.40272,0.341705,LS,EsameMatematica,0.656018,cluster0
282,CdS3,2011,F,0.764183,0.443713,0.40272,0.10606,LS,EsameMatematica,0.564228,cluster0
283,CdS3,2011,F,1.197399,-0.040195,-0.055924,0.341705,LS,EsameMatematica,0.380647,cluster0
284,CdS3,2011,F,1.197399,-0.040195,-0.055924,0.577351,LS,EsameMatematica,0.656018,cluster0
285,CdS3,2011,M,1.630616,-0.846707,-0.820331,0.930819,LS,EsameMatematica,0.93139,cluster0
286,CdS3,2011,F,-0.10225,-1.65322,-1.584738,-2.603863,TC,'Non superato',-1.822323,cluster3
287,CdS3,2011,M,1.630616,0.443713,0.40272,0.812996,LS,EsameMatematica,0.93139,cluster1
288,CdS3,2011,M,0.114358,0.92762,0.861364,0.223882,LC,EsameMatematica,0.380647,cluster0
289,CdS3,2011,F,-0.968683,0.443713,0.40272,0.341705,LC,EsameMatematica,0.105276,cluster0
290,CdS3,2011,M,0.764183,-0.685405,-0.66745,0.223882,LS,'Non superato',-1.822323,cluster3
291,CdS3,2011,M,0.330967,0.92762,0.861364,0.812996,LS,EsameMatematica,0.747809,cluster1
292,CdS3,2011,F,0.114358,-1.65322,-1.482817,-2.603863,LC,'Non superato',-1.822323,cluster3
293,CdS3,2011,F,0.547575,0.443713,0.40272,-0.129586,LS,EsameMatematica,0.013485,cluster0
294,CdS3,2011,M,1.414008,-0.846707,-0.820331,-0.483054,LS,EsameMatematica,-0.170095,cluster2
295,CdS3,2011,F,-0.318858,-1.65322,-1.584738,-2.603863,LS,'Non superato',-1.822323,cluster3
296,CdS3,2011,F,1.630616,-0.040195,-0.055924,0.459528,LS,EsameMatematica,0.472438,cluster0
297,CdS3,2011,F,0.764183,0.92762,1.014245,0.10606,LS,EsameMatematica,0.564228,cluster1
298,CdS3,2011,M,0.980791,-0.846707,-0.973212,0.812996,LS,EsameMatematica,0.839599,cluster2
299,CdS3,2011,F,0.764183,-0.040195,-0.055924,0.10606,LS,EsameMatematica,0.380647,cluster0
300,CdS3,2011,F,1.414008,-1.169312,-1.126094,0.930819,LS,EsameMatematica,0.472438,cluster2
301,CdS3,2011,F,0.547575,0.443713,0.40272,0.695173,Altro,EsameMatematica,0.93139,cluster0
302,CdS3,2011,F,-1.401899,-0.3628,-0.361687,-0.011763,LC,EsameMatematica,0.380647,cluster2
303,CdS3,2011,F,-0.10225,-0.040195,-0.055924,-0.247409,LS,EsameMatematica,-0.078305,cluster2
304,CdS3,2011,F,0.980791,-0.040195,-0.208806,-0.011763,LS,EsameMatematica,0.013485,cluster0
305,CdS3,2011,F,-0.318858,-0.040195,-0.055924,-0.129586,LS,EsameMatematica,-0.078305,cluster2
306,CdS3,2011,M,-0.318858,-1.65322,-1.584738,-2.603863,IT,'Non superato',-1.822323,cluster3
307,CdS3,2011,M,-0.10225,-1.65322,-1.584738,-2.603863,LS,EsameMatematica,0.472438,cluster2
308,CdS3,2011,M,-0.535466,-0.846707,-0.973212,-0.247409,LS,EsameMatematica,0.380647,cluster2
309,CdS3,2011,F,-0.535466,-0.040195,-0.055924,-0.129586,Altro,EsameMatematica,0.013485,cluster2
310,CdS3,2011,F,-1.618507,-0.3628,-0.361687,0.10606,TC,EsameMatematica,0.288857,cluster2
311,CdS3,2011,M,1.630616,0.92762,0.861364,0.695173,LS,EsameMatematica,1.02318,cluster1
312,CdS3,2011,M,0.114358,-0.040195,-0.055924,-0.011763,LS,EsameMatematica,0.013485,cluster2
313,CdS3,2011,F,0.764183,0.443713,0.40272,0.10606,LS,EsameMatematica,0.197066,cluster0
314,CdS3,2011,M,0.330967,-0.040195,-0.055924,0.223882,LS,EsameMatematica,0.288857,cluster0
315,CdS3,2011,F,-0.318858,-1.65322,-1.584738,-2.603863,LS,'Non superato',-1.822323,cluster3
316,CdS3,2011,F,0.330967,0.443713,0.40272,0.459528,Altro,EsameMatematica,0.564228,cluster0
317,CdS3,2011,F,0.330967,-0.040195,-0.055924,0.223882,LS,EsameMatematica,0.105276,cluster0
318,CdS3,2011,M,1.414008,0.92762,0.861364,0.223882,LS,EsameMatematica,0.288857,cluster1
319,CdS3,2011,M,-0.10225,0.92762,0.861364,0.812996,LS,EsameMatematica,0.747809,cluster1
320,CdS3,2011,M,0.980791,-0.846707,-0.973212,-0.365231,LS,EsameMatematica,-0.078305,cluster2
321,CdS3,2011,M,-0.752074,-0.846707,-0.820331,0.341705,LS,EsameMatematica,0.288857,cluster2
322,CdS3,2011,M,1.197399,0.605015,0.708483,0.223882,LS,EsameMatematica,0.564228,cluster1
323,CdS3,2011,M,1.197399,0.605015,0.708483,0.223882,LS,EsameMatematica,0.564228,cluster1
324,CdS1,2012,F,-1.536042,-1.65322,-1.584738,-2.603863,Altro,'Non superato',-1.822323,cluster3
325,CdS1,2012,M,1.637412,0.443713,0.40272,0.459528,LS,EsameMatematica,0.747809,cluster1
326,CdS1,2012,M,1.637412,1.411528,1.320008,0.459528,LS,EsameMatematica,0.747809,cluster1
327,CdS1,2012,F,0.504036,1.411528,1.320008,0.459528,LS,EsameMatematica,0.564228,cluster1
328,CdS1,2012,M,1.410737,1.411528,1.320008,0.577351,LS,EsameMatematica,0.747809,cluster1
329,CdS1,2012,M,1.184062,-1.00801,-0.973212,0.812996,LS,EsameMatematica,0.380647,cluster2
330,CdS1,2012,M,0.957386,-0.685405,-0.66745,-0.011763,LS,EsameMatematica,0.197066,cluster2
331,CdS1,2012,M,0.957386,-0.201497,-0.208806,-0.129586,LS,EsameMatematica,-0.170095,cluster2
332,CdS1,2012,F,-0.629341,1.411528,1.320008,0.459528,LC,EsameMatematica,0.564228,cluster1
333,CdS1,2012,M,1.184062,1.411528,1.320008,0.577351,LS,EsameMatematica,0.93139,cluster1
334,CdS1,2012,M,0.27736,0.443713,0.249839,-0.011763,LS,'Non superato',-1.822323,cluster3
335,CdS1,2012,F,0.050685,0.121108,-0.055924,-0.129586,LS,EsameMatematica,0.288857,cluster0
336,CdS1,2012,M,1.864087,1.734133,1.625771,1.048642,LS,EsameMatematica,1.02318,cluster1
337,CdS1,2012,M,0.957386,1.411528,1.320008,0.341705,LS,EsameMatematica,0.472438,cluster1
338,CdS1,2012,M,1.410737,1.411528,1.320008,0.812996,LS,EsameMatematica,0.747809,cluster1
339,CdS1,2012,F,0.27736,0.121108,0.096957,0.223882,LS,EsameMatematica,0.380647,cluster0
340,CdS1,2012,M,-0.402665,0.766318,2.390178,0.10606,LS,EsameMatematica,0.197066,cluster0
341,CdS1,2012,M,0.730711,1.411528,1.320008,0.695173,LS,EsameMatematica,0.564228,cluster1
342,CdS1,2012,M,1.184062,1.411528,1.320008,0.930819,LS,EsameMatematica,1.02318,cluster1
343,CdS1,2012,M,-1.082691,-0.685405,-0.66745,-0.129586,LS,'Non superato',-1.822323,cluster3
344,CdS1,2012,M,0.957386,1.411528,1.320008,0.812996,LS,EsameMatematica,1.02318,cluster1
345,CdS1,2012,M,0.957386,1.411528,1.167127,0.577351,LC,EsameMatematica,0.656018,cluster1
346,CdS1,2012,M,-0.856016,0.443713,0.40272,-0.011763,LS,EsameMatematica,-0.078305,cluster0
347,CdS1,2012,M,-1.762717,0.28241,1.931534,0.10606,LS,EsameMatematica,0.380647,cluster0
348,CdS1,2012,M,0.050685,1.088923,1.014245,0.10606,LS,EsameMatematica,0.013485,cluster0
349,CdS1,2012,M,-0.402665,0.766318,0.555601,-0.011763,LS,EsameMatematica,0.380647,cluster0
350,CdS1,2012,F,-0.856016,0.766318,0.708483,0.341705,LS,EsameMatematica,0.380647,cluster0
351,CdS1,2012,M,-1.309366,0.92762,0.708483,0.459528,IT,EsameMatematica,0.656018,cluster0
352,CdS1,2012,M,1.637412,1.411528,1.320008,0.930819,LS,EsameMatematica,0.747809,cluster1
353,CdS1,2012,M,-0.629341,0.121108,2.69594,0.341705,IT,EsameMatematica,0.288857,cluster0
354,CdS1,2012,F,0.27736,1.411528,1.320008,0.459528,LS,EsameMatematica,0.656018,cluster1
355,CdS1,2012,F,0.504036,-0.3628,-0.361687,0.223882,LS,EsameMatematica,0.288857,cluster2
356,CdS1,2012,M,1.410737,1.734133,1.625771,0.812996,LS,EsameMatematica,0.656018,cluster1
357,CdS1,2012,F,0.27736,-0.3628,-0.514568,-0.011763,Altro,'Non superato',-1.822323,cluster3
358,CdS1,2012,M,0.730711,1.411528,1.320008,0.10606,LS,EsameMatematica,0.380647,cluster1
359,CdS1,2012,F,0.730711,1.411528,1.320008,0.577351,LS,EsameMatematica,0.656018,cluster1
360,CdS1,2012,M,0.957386,1.411528,1.320008,0.695173,LS,EsameMatematica,0.564228,cluster1
361,CdS1,2012,M,-0.856016,-1.330615,-1.126094,0.695173,LS,'Non superato',-1.822323,cluster3
362,CdS1,2012,M,0.050685,-0.3628,-0.514568,-0.011763,LS,EsameMatematica,0.197066,cluster2
363,CdS1,2012,F,0.050685,0.443713,0.40272,0.577351,LC,EsameMatematica,0.472438,cluster0
364,CdS1,2012,M,-0.629341,-0.201497,-0.361687,0.223882,LS,EsameMatematica,0.656018,cluster0
365,CdS1,2012,F,-0.402665,1.411528,1.320008,0.341705,Altro,EsameMatematica,0.380647,cluster1
366,CdS1,2012,M,0.957386,1.411528,1.167127,0.459528,LC,EsameMatematica,1.02318,cluster1
367,CdS1,2012,F,-1.082691,-1.65322,-1.584738,-2.603863,IT,'Non superato',-1.822323,cluster3
368,CdS1,2012,M,0.730711,1.411528,1.320008,0.459528,LS,EsameMatematica,0.747809,cluster1
369,CdS1,2012,M,0.504036,1.411528,1.320008,0.695173,LS,EsameMatematica,0.93139,cluster1
370,CdS1,2012,M,1.184062,1.411528,1.320008,0.812996,LS,EsameMatematica,0.656018,cluster1
371,CdS1,2012,M,1.637412,1.411528,1.320008,0.812996,LS,EsameMatematica,0.656018,cluster1
372,CdS1,2012,F,1.410737,1.411528,1.320008,0.459528,LS,EsameMatematica,0.839599,cluster1
373,CdS1,2012,M,0.957386,0.443713,0.40272,-0.011763,LS,EsameMatematica,0.013485,cluster0
374,CdS1,2012,M,0.730711,1.088923,1.014245,0.459528,LS,EsameMatematica,0.656018,cluster1
375,CdS1,2012,M,1.864087,-1.00801,-1.126094,0.459528,IT,EsameMatematica,0.564228,cluster2
376,CdS1,2012,M,-0.629341,0.443713,0.40272,0.223882,IT,EsameMatematica,0.472438,cluster0
377,CdS1,2012,F,0.957386,0.766318,0.708483,0.341705,LS,EsameMatematica,0.564228,cluster1
378,CdS1,2012,F,0.27736,-0.524102,-0.514568,0.223882,LS,EsameMatematica,0.747809,cluster2
379,CdS1,2012,M,1.184062,2.056738,4.530517,0.695173,LS,EsameMatematica,0.472438,cluster1
380,CdS1,2012,M,1.184062,2.056738,4.530517,0.695173,LS,EsameMatematica,0.472438,cluster1
381,CdS1,2012,M,0.957386,0.121108,-0.055924,0.459528,LS,EsameMatematica,0.564228,cluster0
382,CdS1,2012,M,1.864087,-1.330615,-1.278975,0.812996,LC,'Non superato',-1.822323,cluster3
383,CdS1,2012,M,0.27736,-0.040195,1.167127,0.10606,LS,EsameMatematica,0.013485,cluster0
384,CdS2,2012,M,0.27736,-0.524102,0.096957,-0.129586,IT,EsameMatematica,0.288857,cluster2
385,CdS2,2012,M,-1.536042,0.28241,0.249839,0.341705,Altro,EsameMatematica,0.105276,cluster0
386,CdS2,2012,M,-0.402665,0.28241,-1.278975,0.223882,LS,EsameMatematica,0.380647,cluster0
387,CdS2,2012,M,-0.17599,0.28241,0.555601,0.223882,LS,EsameMatematica,0.380647,cluster0
388,CdS2,2012,M,-2.216068,-1.65322,-1.584738,-2.603863,Altro,'Non superato',-1.822323,cluster3
389,CdS2,2012,M,-0.17599,1.411528,1.320008,0.695173,Altro,EsameMatematica,0.380647,cluster1
390,CdS2,2012,M,-0.17599,1.411528,1.320008,0.577351,IT,EsameMatematica,0.747809,cluster1
391,CdS2,2012,F,-1.309366,-0.3628,-0.361687,0.223882,Altro,EsameMatematica,0.013485,cluster2
392,CdS2,2012,M,-0.17599,1.411528,1.320008,0.459528,LS,EsameMatematica,0.656018,cluster1
393,CdS2,2012,M,0.050685,1.411528,1.167127,0.223882,LS,EsameMatematica,0.564228,cluster1
394,CdS2,2012,M,0.957386,-1.00801,-1.126094,0.223882,IT,EsameMatematica,0.380647,cluster2
395,CdS2,2012,M,1.637412,1.411528,1.320008,0.930819,IT,EsameMatematica,1.02318,cluster1
396,CdS2,2012,M,-0.856016,-0.524102,-0.66745,0.10606,LS,EsameMatematica,0.564228,cluster2
397,CdS2,2012,M,-0.856016,-1.65322,-1.584738,-2.603863,IT,EsameMatematica,0.656018,cluster2
398,CdS2,2012,M,0.957386,1.411528,1.320008,0.812996,Altro,EsameMatematica,1.02318,cluster1
399,CdS2,2012,M,-1.536042,0.28241,0.096957,0.10606,LC,EsameMatematica,0.747809,cluster0
400,CdS2,2012,M,0.504036,1.411528,1.320008,0.930819,IT,EsameMatematica,0.93139,cluster1
401,CdS2,2012,M,0.27736,-0.3628,-0.361687,0.695173,IT,'Non superato',-1.822323,cluster3
402,CdS2,2012,M,-0.402665,0.92762,0.861364,0.459528,LS,EsameMatematica,0.380647,cluster0
403,CdS2,2012,M,-1.989392,0.28241,0.249839,-0.011763,IT,EsameMatematica,0.013485,cluster0
404,CdS2,2012,M,-0.629341,-0.3628,-0.361687,0.341705,LS,EsameMatematica,0.564228,cluster2
405,CdS2,2012,M,-0.629341,-0.3628,-0.514568,1.048642,IT,EsameMatematica,0.656018,cluster0
406,CdS2,2012,M,-0.17599,-0.3628,-0.514568,0.812996,LS,EsameMatematica,0.747809,cluster0
407,CdS2,2012,F,-0.856016,-0.3628,-0.361687,0.459528,LS,EsameMatematica,0.197066,cluster2
408,CdS2,2012,M,-0.17599,0.766318,0.708483,0.459528,LS,EsameMatematica,0.93139,cluster1
409,CdS2,2012,M,-1.309366,-1.65322,-1.584738,-2.603863,IT,'Non superato',-1.822323,cluster3
410,CdS2,2012,M,-1.309366,0.92762,0.861364,0.812996,IT,EsameMatematica,0.656018,cluster0
411,CdS2,2012,M,-0.17599,0.28241,0.096957,0.341705,LS,EsameMatematica,0.93139,cluster0
412,CdS2,2012,F,0.27736,0.121108,0.096957,0.695173,LS,EsameMatematica,1.02318,cluster0
413,CdS2,2012,F,-0.402665,0.28241,0.096957,0.695173,LC,EsameMatematica,0.288857,cluster0
414,CdS2,2012,M,-0.402665,0.766318,0.708483,0.577351,IT,EsameMatematica,0.747809,cluster0
415,CdS2,2012,M,0.730711,0.766318,0.708483,0.577351,IT,EsameMatematica,0.839599,cluster1
416,CdS2,2012,M,-1.536042,-1.65322,-1.584738,-2.603863,IT,'Non superato',-1.822323,cluster3
417,CdS2,2012,F,-0.856016,-0.524102,-0.514568,0.695173,LS,EsameMatematica,0.93139,cluster0
418,CdS2,2012,M,-0.629341,-0.3628,-0.361687,-0.129586,IT,EsameMatematica,0.105276,cluster2
419,CdS2,2012,M,-1.762717,-1.65322,-1.584738,-2.603863,Altro,'Non superato',-1.822323,cluster3
420,CdS2,2012,F,-0.856016,-1.00801,-1.126094,-0.247409,LS,EsameMatematica,0.013485,cluster2
421,CdS2,2012,M,-1.309366,0.766318,0.708483,0.577351,IT,EsameMatematica,0.747809,cluster0
422,CdS2,2012,F,-1.082691,0.28241,0.096957,0.341705,Altro,EsameMatematica,0.105276,cluster0
423,CdS2,2012,M,-1.082691,0.92762,0.708483,0.930819,IT,EsameMatematica,0.747809,cluster0
424,CdS2,2012,M,-0.856016,0.121108,0.096957,0.695173,IT,EsameMatematica,0.747809,cluster0
425,CdS2,2012,M,-0.856016,0.28241,0.249839,0.695173,IT,EsameMatematica,0.656018,cluster0
426,CdS2,2012,M,0.050685,-1.65322,-1.584738,-2.603863,IT,'Non superato',-1.822323,cluster3
427,CdS2,2012,M,-0.17599,-0.3628,-0.514568,0.459528,IT,'Non superato',-1.822323,cluster3
428,CdS2,2012,M,0.050685,0.28241,0.096957,0.459528,LS,EsameMatematica,0.472438,cluster0
429,CdS2,2012,F,-1.762717,0.121108,0.096957,0.10606,Altro,EsameMatematica,0.380647,cluster0
430,CdS2,2012,M,-0.856016,0.28241,0.096957,-0.011763,LS,EsameMatematica,0.197066,cluster0
431,CdS2,2012,M,-0.17599,-0.3628,-0.514568,0.10606,IT,'Non superato',-1.822323,cluster3
432,CdS2,2012,M,-1.082691,0.28241,0.096957,1.048642,LS,EsameMatematica,1.02318,cluster0
433,CdS2,2012,M,-0.17599,0.28241,0.096957,0.10606,IT,EsameMatematica,0.472438,cluster0
434,CdS2,2012,M,-1.536042,0.28241,0.096957,0.341705,IT,EsameMatematica,0.197066,cluster0
435,CdS2,2012,M,-1.309366,0.766318,0.708483,0.577351,IT,EsameMatematica,-0.170095,cluster0
436,CdS2,2012,M,-0.856016,-0.3628,-0.514568,0.10606,IT,EsameMatematica,0.013485,cluster2
437,CdS2,2012,M,-0.856016,-0.3628,-0.361687,0.577351,IT,'Non superato',-1.822323,cluster3
438,CdS2,2012,M,-0.629341,-1.00801,-1.126094,0.577351,IT,EsameMatematica,0.656018,cluster2
439,CdS2,2012,M,-1.082691,-0.3628,-0.361687,0.10606,IT,EsameMatematica,0.013485,cluster2
440,CdS2,2012,M,-1.762717,-1.65322,-1.533777,-2.603863,LS,'Non superato',-1.822323,cluster3
441,CdS2,2012,M,-1.082691,-1.00801,-1.126094,0.577351,IT,EsameMatematica,0.656018,cluster2
442,CdS2,2012,F,-1.082691,1.411528,1.320008,0.341705,IT,EsameMatematica,0.380647,cluster1
443,CdS2,2012,M,0.730711,0.766318,0.555601,0.695173,LS,EsameMatematica,0.839599,cluster1
444,CdS2,2012,M,-2.442743,-1.65322,-1.584738,-2.603863,Altro,'Non superato',-1.822323,cluster3
445,CdS3,2012,F,0.730711,-0.040195,-0.055924,0.341705,LS,EsameMatematica,0.564228,cluster0
446,CdS3,2012,F,-0.629341,0.443713,0.40272,0.341705,LS,EsameMatematica,0.472438,cluster0
447,CdS3,2012,F,0.504036,-0.040195,-0.055924,0.223882,LS,EsameMatematica,0.472438,cluster0
448,CdS3,2012,F,0.050685,0.92762,0.708483,0.459528,LS,EsameMatematica,0.747809,cluster1
449,CdS3,2012,M,0.050685,-0.040195,-0.055924,-0.011763,IT,EsameMatematica,0.380647,cluster0
450,CdS3,2012,M,1.184062,0.443713,0.40272,0.459528,LS,EsameMatematica,0.656018,cluster0
451,CdS3,2012,F,-0.402665,0.443713,0.249839,-0.129586,Altro,EsameMatematica,0.013485,cluster0
452,CdS3,2012,M,0.050685,0.92762,0.861364,0.812996,IT,EsameMatematica,0.93139,cluster1
453,CdS3,2012,M,0.27736,0.443713,0.40272,0.10606,LS,EsameMatematica,0.380647,cluster0
454,CdS3,2012,M,0.957386,-0.040195,-0.208806,0.930819,LS,EsameMatematica,0.747809,cluster0
455,CdS3,2012,F,0.957386,0.443713,0.40272,0.341705,LC,EsameMatematica,0.288857,cluster0
456,CdS3,2012,F,0.27736,0.92762,0.861364,0.577351,LS,EsameMatematica,0.747809,cluster1
457,CdS3,2012,F,0.27736,0.443713,0.40272,0.695173,LS,EsameMatematica,0.564228,cluster0
458,CdS3,2012,M,1.184062,0.443713,0.40272,0.695173,LS,EsameMatematica,0.747809,cluster1
459,CdS3,2012,F,-1.989392,0.443713,0.555601,0.577351,LC,EsameMatematica,0.747809,cluster0
460,CdS3,2012,F,1.637412,0.92762,0.861364,0.930819,LS,EsameMatematica,0.93139,cluster1
461,CdS3,2012,M,0.504036,0.92762,0.708483,-0.011763,LS,EsameMatematica,-0.078305,cluster0
462,CdS3,2012,F,-1.082691,-1.65322,-1.431856,-2.603863,Altro,'Non superato',-1.822323,cluster3
463,CdS3,2012,F,0.504036,-1.65322,-1.584738,-2.603863,Altro,'Non superato',-1.822323,cluster3
464,CdS3,2012,F,-0.17599,-0.846707,-0.361687,-0.365231,LS,EsameMatematica,-0.078305,cluster2
465,CdS3,2012,M,-0.402665,0.92762,0.861364,0.695173,LC,EsameMatematica,0.656018,cluster1
466,CdS3,2012,F,0.957386,0.443713,0.249839,0.459528,LS,EsameMatematica,0.747809,cluster0
467,CdS3,2012,M,1.184062,0.92762,0.708483,0.341705,LS,EsameMatematica,0.656018,cluster1
